problem,sample_id,c1_ls,c2_ls,z1,z2,status,iterations,f_eval,g_eval,cpu_sec,grad_inf,converged,J,J_star,rel_dev
P1_quad_10_10,89,0.1528223644025351,0.18423654519026095,0.8904476748643848,0.18360375269565224,ok,41,138,139,0.002983699996548239,2.8175733274959924e-05,True,138.0,127.0,0.08661417322834646
P1_quad_10_10,90,0.060478421738395745,0.09814928425613395,0.8047722044794333,0.09734397220053502,ok,41,138,139,0.002862900000764057,4.367857212450588e-05,True,138.0,127.0,0.08661417322834646
P1_quad_10_10,91,0.09075577510057525,0.11842144988252393,0.842285493752785,0.11765676340934261,ok,38,127,128,0.002687099993636366,3.561390826567479e-05,True,127.0,127.0,0.0
P1_quad_10_10,92,0.05923495433353442,0.110569609721086,0.8028521259972161,0.10978918809728055,ok,41,138,139,0.0028250999966985546,4.367857212450588e-05,True,138.0,127.0,0.08661417322834646
P1_quad_10_10,93,0.1328323134979113,0.14763570907441667,0.8774909677811156,0.14692956821083836,ok,40,134,135,0.0027999000012641773,3.0052820624404397e-05,True,134.0,127.0,0.05511811023622047
P1_quad_10_10,94,0.15915908756903518,0.17494769863132298,0.8942026522558296,0.17429629121375048,ok,41,138,139,0.00315989999944577,2.8175733274959924e-05,True,138.0,127.0,0.08661417322834646
P1_quad_10_10,95,0.042228584269204554,0.04539648425895748,0.7715747319988935,0.04448545516929607,ok,41,138,139,0.0027922000008402392,4.367857212450588e-05,True,138.0,127.0,0.08661417322834646
P1_quad_10_10,96,0.06476238650180002,0.0964320471345967,0.8110975044879262,0.09562329372204079,ok,41,138,139,0.002710999993723817,4.367857212450588e-05,True,138.0,127.0,0.08661417322834646
P1_quad_10_10,97,0.037750580430805744,0.13948794781864926,0.7612144002139601,0.13876547877620166,ok,41,138,139,0.0026778000028571114,2.8175733275404014e-05,True,138.0,127.0,0.08661417322834646
P1_quad_10_10,98,0.059824238037158035,0.17847628276345529,0.8037670324264417,0.17783194665676882,ok,41,138,139,0.0025734999944688752,4.367857212450588e-05,True,138.0,127.0,0.08661417322834646
P1_quad_10_10,99,0.12402649804387975,0.17897884687284205,0.8711514390500127,0.17833551790865937,ok,40,134,135,0.0025019000022439286,3.0052820624626442e-05,True,134.0,127.0,0.05511811023622047
