method,c1_ls,c2_ls,success_rate,avg_iterations,avg_f_eval,avg_g_eval,avg_cpu_sec
NewtonW,0.001,0.7,1.0,9.75,18.666666666666668,19.666666666666668,0.006455449999824244
NewtonW,0.001,0.8,1.0,9.916666666666666,19.25,20.25,0.006465541666784702
NewtonW,0.001,0.9,1.0,9.583333333333334,17.5,18.5,0.006287083333063492
NewtonW,0.001,0.99,1.0,11.0,18.333333333333332,19.333333333333332,0.006441174999811968
NewtonW,0.005,0.1,1.0,6.916666666666667,20.083333333333332,21.083333333333332,0.006281475000074958
NewtonW,0.005,0.2,1.0,7.25,18.916666666666668,19.916666666666668,0.006225033333218259
NewtonW,0.005,0.3,1.0,8.333333333333334,17.5,18.5,0.0063536833331454545
NewtonW,0.005,0.4,1.0,8.0,16.333333333333332,17.333333333333332,0.006690816666681106
NewtonW,0.005,0.5,1.0,7.916666666666667,15.083333333333334,16.083333333333332,0.007058149999769133
NewtonW,0.005,0.6,1.0,8.833333333333334,16.833333333333332,17.833333333333332,0.006940724999973706
NewtonW,0.005,0.7,1.0,9.75,18.666666666666668,19.666666666666668,0.006587774999995115
NewtonW,0.005,0.8,1.0,9.916666666666666,19.25,20.25,0.007607958333361846
NewtonW,0.005,0.9,1.0,9.583333333333334,17.5,18.5,0.007286049999796281
NewtonW,0.005,0.99,1.0,11.0,18.333333333333332,19.333333333333332,0.006989366666857677
NewtonW,0.01,0.1,1.0,6.916666666666667,20.083333333333332,21.083333333333332,0.006233708333335623
NewtonW,0.01,0.2,1.0,7.25,18.916666666666668,19.916666666666668,0.006836824999936653
NewtonW,0.01,0.3,1.0,8.333333333333334,17.5,18.5,0.006424341666691665
NewtonW,0.01,0.4,1.0,8.0,16.333333333333332,17.333333333333332,0.006410341666954385
NewtonW,0.01,0.5,1.0,7.916666666666667,15.083333333333334,16.083333333333332,0.006305708333457005
NewtonW,0.01,0.6,1.0,8.833333333333334,16.833333333333332,17.833333333333332,0.0064110750001115475
NewtonW,0.01,0.7,1.0,9.75,18.666666666666668,19.666666666666668,0.006522166666400153
NewtonW,0.01,0.8,1.0,9.916666666666666,19.25,20.25,0.006456058333090671
NewtonW,0.01,0.9,1.0,9.583333333333334,17.5,18.5,0.006363258332688322
NewtonW,0.01,0.99,1.0,11.0,18.333333333333332,19.333333333333332,0.006371316666597219
NewtonW,0.05,0.1,1.0,6.916666666666667,20.083333333333332,21.083333333333332,0.006088700000267029
NewtonW,0.05,0.2,1.0,7.166666666666667,18.666666666666668,19.666666666666668,0.006467641666555816
NewtonW,0.05,0.3,1.0,8.333333333333334,17.5,18.5,0.006280700000237023
NewtonW,0.05,0.4,1.0,8.0,16.333333333333332,17.333333333333332,0.006126641666469368
NewtonW,0.05,0.5,1.0,7.666666666666667,14.5,15.5,0.006000400000175432
NewtonW,0.05,0.6,1.0,10.083333333333334,19.583333333333332,20.583333333333332,0.0065147749998383615
NewtonW,0.05,0.7,1.0,9.75,18.5,19.5,0.006698933333306438
NewtonW,0.05,0.8,1.0,9.916666666666666,19.333333333333332,20.333333333333332,0.006586508333687864
NewtonW,0.05,0.9,1.0,11.0,20.666666666666668,21.666666666666668,0.006655325000034888
NewtonW,0.05,0.99,1.0,11.0,18.166666666666668,19.166666666666668,0.006465108333486569
